Betashares Portfolio Holdings,
,
Fund Name,Betashares Global Shares ETF
Fund ASX Code,BGBL
Date,2023-09-21
,
Ticker,SEDOL,Name,Asset Class,Sector,Country,Currency,Weight (%),Shares/Units (#),Market Value (AUD),Notional Value (AUD)
RKT LN,B24CGK7,RECKITT BENCKISER GROUP PLC,Equities,Consumer Staples,Britain,GBP,0.0932760678,888.0,100745.93,100745.93
NXPI UW,B505PN7,NXP SEMICONDUCTORS NV,Equities,Information Technology,China,USD,0.09266337029999999,331.0,100084.16,100084.16
4568 JT,B0J7D91,DAIICHI SANKYO CO LTD,Equities,Healthcare,Japan,JPY,0.0926520941,2424.0,100071.99,100071.99
BAYN GY,5069211,BAYER AG,Equities,Healthcare,Germany,EUR,0.0907487349,1235.0,98016.2,98016.2
BN CT,BPCPYT4,BROOKFIELD CORP,Equities,Financials,Canada,CAD,0.0903752791,1894.0,97612.84,97612.84
ENEL IM,7144569,ENEL SPA,Equities,Utilities,Italy,EUR,0.0902232513,9636.0,97448.63,97448.63
GD UN,2365161,GENERAL DYNAMICS CORP,Equities,Industrials,United States,USD,0.0899710617,281.0,97176.25,97176.25
PH UN,2671501,PARKER-HANNIFIN CORP,Equities,Industrials,United States,USD,0.0897605944,163.0,96948.92,96948.92
4502 JT,6870445,TAKEDA PHARMACEUTICAL CO LTD,Equities,Healthcare,Japan,JPY,0.0884708764,1904.0,95555.92,95555.92
INGA NA,BZ57390,ING GROEP NV,Equities,Financials,Netherlands,EUR,0.088454797,4367.0,95538.55,95538.55
F UN,2615468,FORD MOTOR CO,Equities,Consumer Discretionary,United States,USD,0.08784938889999999,4990.0,94884.66,94884.66
CM CT,2170525,CANADIAN IMPERIAL BANK OF COMM,Equities,Financials,Canada,CAD,0.0877909803,1506.0,94821.58,94821.58
9433 JT,6248990,KDDI CORP,Equities,Communication Services,Japan,JPY,0.0875673455,1905.0,94580.03,94580.03
VICI UN,BYWH073,VICI PROPERTIES INC,Equities,Real Estate,United States,USD,0.0875225403,2015.0,94531.64,94531.64
ABI BB,BYYHL23,ANHEUSER-BUSCH INBEV SA/NV,Equities,Consumer Staples,Belgium,EUR,0.0875130743,1067.0,94521.42,94521.42
WDAY UW,B8K6ZD1,WORKDAY INC,Equities,Information Technology,United States,USD,0.0873540077,263.0,94349.61,94349.61
7974 JT,6639550,NINTENDO CO LTD,Equities,Communication Services,Japan,JPY,0.0872392395,1450.0,94225.65,94225.65
6098 JT,BQRRZ00,RECRUIT HOLDINGS CO LTD,Equities,Industrials,Japan,JPY,0.0870705663,1836.0,94043.47,94043.47
8001 JT,6467803,ITOCHU CORP,Equities,Industrials,Japan,JPY,0.0866818846,1569.0,93623.66,93623.66
ITX SQ,BP9DL90,INDUSTRIA DE DISENO TEXTIL SA,Equities,Consumer Discretionary,Spain,EUR,0.0857389532,1571.0,92605.22,92605.22
NG/ LN,BDR05C0,NATIONAL GRID PLC,Equities,Utilities,Britain,GBP,0.085326877,4675.0,92160.14,92160.14
8766 JT,6513126,TOKIO MARINE HOLDINGS INC,Equities,Financials,Japan,JPY,0.0849909285,2382.0,91797.29,91797.29
MSI UN,B5BKPQ4,MOTOROLA SOLUTIONS INC,Equities,Information Technology,United States,USD,0.0845992299,210.0,91374.22,91374.22
GM UN,B665KZ5,GENERAL MOTORS CO,Equities,Consumer Discretionary,United States,USD,0.0842080795,1784.0,90951.75,90951.75
MRVL UW,BNKJSM5,MARVELL TECHNOLOGY INC,Equities,Information Technology,United States,USD,0.0841580926,1125.0,90897.76,90897.76
AZO UN,2065955,AUTOZONE INC,Equities,Consumer Discretionary,United States,USD,0.0839957217,23.0,90722.38,90722.38
TT UN,BK9ZQ96,TRANE TECHNOLOGIES PLC,Equities,Industrials,United States,USD,0.0834392278,292.0,90121.32,90121.32
LHX UN,BK9DTN5,L3HARRIS TECHNOLOGIES INC,Equities,Industrials,United States,USD,0.0830817868,331.0,89735.26,89735.26
NSC UN,2641894,NORFOLK SOUTHERN CORP,Equities,Industrials,United States,USD,0.0830701559,286.0,89722.69,89722.69
SIKA SE,BF2DSG3,SIKA AG,Equities,Materials,Switzerland,CHF,0.0830434344,217.0,89693.83,89693.83
UCG IM,BYMXPS7,UNICREDIT SPA,Equities,Financials,Italy,EUR,0.082923688,2278.0,89564.5,89564.5
CHTR UW,BZ6VT82,CHARTER COMMUNICATIONS INC,Equities,Communication Services,United States,USD,0.08253172880000001,128.0,89141.15,89141.15
SU CT,B3NB1P2,SUNCOR ENERGY INC,Equities,Energy,Canada,CAD,0.0824894893,1671.0,89095.52,89095.52
SRE UN,2138158,SEMPRA ENERGY,Equities,Utilities,United States,USD,0.0824498796,794.0,89052.74,89052.74
8411 JT,6591014,MIZUHO FINANCIAL GROUP INC,Equities,Financials,Japan,JPY,0.0823777848,3150.0,88974.87,88974.87
CARR UN,BK4N0D7,CARRIER GLOBAL CORP,Equities,Industrials,United States,USD,0.081989723,1081.0,88555.74,88555.74
AIG UN,2027342,AMERICAN INTERNATIONAL GROUP I,Equities,Financials,United States,USD,0.0816870165,923.0,88228.79,88228.79
AFL UN,2026361,AFLAC INC,Equities,Financials,United States,USD,0.08143732719999999,741.0,87959.1,87959.1
DBS SP,6175203,DBS GROUP HOLDINGS LTD,Equities,Financials,Singapore,SGD,0.08136371,2320.0,87879.59,87879.59
388 HK,6267359,HONG KONG EXCHANGES & CLEARING,Equities,Financials,Hong Kong,HKD,0.08132833989999999,1536.0,87841.39,87841.39
LONN SE,7333378,LONZA GROUP AG,Equities,Healthcare,Switzerland,CHF,0.0809240508,119.0,87404.72,87404.72
ADSK UW,2065159,AUTODESK INC,Equities,Information Technology,United States,USD,0.0806838872,274.0,87145.32,87145.32
NUE UN,2651086,NUCOR CORP,Equities,Materials,United States,USD,0.08047360740000001,368.0,86918.2,86918.2
HAL UN,2405302,HALLIBURTON CO,Equities,Energy,United States,USD,0.0802869935,1365.0,86716.65,86716.65
CTAS UW,2197137,CINTAS CORP,Equities,Industrials,United States,USD,0.0800703932,110.0,86482.7,86482.7
CPG LN,BD6K457,COMPASS GROUP PLC,Equities,Consumer Discretionary,Britain,GBP,0.0795853484,2193.0,85958.81,85958.81
TDG UN,B11FJK3,TRANSDIGM GROUP INC,Equities,Industrials,United States,USD,0.079055431,65.0,85386.46,85386.46
PCAR UW,2665861,PACCAR INC,Equities,Industrials,United States,USD,0.0787327095,651.0,85037.89,85037.89
ANET UN,BN33VM5,ARISTA NETWORKS INC,Equities,Information Technology,United States,USD,0.0782810236,305.0,84550.03,84550.03
STLAM IM,BMD8KX7,STELLANTIS NV,Equities,Consumer Discretionary,United States,EUR,0.07819607420000001,2799.0,84458.28,84458.28
ECL UN,2304227,ECOLAB INC,Equities,Materials,United States,USD,0.0779810156,314.0,84226.0,84226.0
ADM UN,2047317,ARCHER-DANIELS-MIDLAND CO,Equities,Consumer Staples,United States,USD,0.0778576645,684.0,84092.77,84092.77
OXY UN,2655408,OCCIDENTAL PETROLEUM CORP,Equities,Energy,United States,USD,0.0778184138,862.0,84050.37,84050.37
EW UN,2567116,EDWARDS LIFESCIENCES CORP,Equities,Healthcare,United States,USD,0.077777316,768.0,84005.99,84005.99
AMP UN,B0J7D57,AMERIPRISE FINANCIAL INC,Equities,Financials,United States,USD,0.07737518410000001,159.0,83571.65,83571.65
WELL UN,BYVYHH4,WELLTOWER INC,Equities,Real Estate,United States,USD,0.0773377083,640.0,83531.17,83531.17
LULU UW,B23FN39,LULULEMON ATHLETICA INC,Equities,Consumer Discretionary,United States,USD,0.0770036446,139.0,83170.36,83170.36
BK UN,B1Z77F6,BANK OF NEW YORK MELLON CORP/T,Equities,Financials,United States,USD,0.0766063757,1230.0,82741.27,82741.27
SNOW UN,BN134B7,SNOWFLAKE INC,Equities,Information Technology,United States,USD,0.076344969,355.0,82458.93,82458.93
PSA UN,2852533,PUBLIC STORAGE,Equities,Real Estate,United States,USD,0.076326931,201.0,82439.45,82439.45
MET UN,2573209,METLIFE INC,Equities,Financials,United States,USD,0.0757070587,811.0,81769.93,81769.93
CSU CT,B15C4L6,CONSTELLATION SOFTWARE INC/CAN,Equities,Information Technology,Canada,CAD,0.0755953316,26.0,81649.26,81649.26
HES UN,2023748,HESS CORP,Equities,Energy,United States,USD,0.0755759152,347.0,81628.29,81628.29
KMB UN,2491839,KIMBERLY-CLARK CORP,Equities,Consumer Staples,United States,USD,0.0755617013,418.0,81612.94,81612.94
MCHP UW,2592174,MICROCHIP TECHNOLOGY INC,Equities,Information Technology,United States,USD,0.0752136256,685.0,81236.99,81236.99
ISP IM,4076836,INTESA SANPAOLO SPA,Equities,Financials,Italy,EUR,0.07514638439999999,19596.0,81164.36,81164.36
9984 JT,6770620,SOFTBANK GROUP CORP,Equities,Communication Services,Japan,JPY,0.07513139890000001,1228.0,81148.17,81148.17
AEP UW,2026242,AMERICAN ELECTRIC POWER CO INC,Equities,Utilities,United States,USD,0.0749255227,650.0,80925.81,80925.81
BAS GY,5086577,BASF SE,Equities,Materials,Germany,EUR,0.0744806152,1114.0,80445.27,80445.27
CCI UN,BTGQCX1,CROWN CASTLE INC,Equities,Real Estate,United States,USD,0.07413430389999999,553.0,80071.23,80071.23
FTNT UW,B5B2106,FORTINET INC,Equities,Information Technology,United States,USD,0.07396468889999999,872.0,79888.03,79888.03
KKR UN,BG1FRR1,KKR & CO INC,Equities,Financials,United States,USD,0.07387054500000001,834.0,79786.35,79786.35
STZ UN,2170473,CONSTELLATION BRANDS INC,Equities,Consumer Staples,United States,USD,0.0736491971,199.0,79547.27,79547.27
MSCI UN,B2972D2,MSCI INC,Equities,Financials,United States,USD,0.0736333958,99.0,79530.21,79530.21
WMB UN,2967181,WILLIAMS COS INC/THE,Equities,Energy,United States,USD,0.073611274,1525.0,79506.31,79506.31
D UN,2542049,DOMINION ENERGY INC,Equities,Utilities,United States,USD,0.07310427629999999,1069.0,78958.71,78958.71
PCG UN,2689560,PG&E CORP,Equities,Utilities,United States,USD,0.0729174459,2931.0,78756.92,78756.92
XEL UW,2614807,XCEL ENERGY INC,Equities,Utilities,United States,USD,0.0725774946,847.0,78389.74,78389.74
ATD CT,BL56KN2,ALIMENTATION COUCHE-TARD INC,Equities,Consumer Staples,Canada,CAD,0.0723649367,957.0,78160.16,78160.16
EXC UW,2670519,EXELON CORP,Equities,Utilities,United States,USD,0.0722227376,1237.0,78006.58,78006.58
ON UW,2583576,ON SEMICONDUCTOR CORP,Equities,Information Technology,United States,USD,0.0720373791,549.0,77806.37,77806.37
ROST UW,2746711,ROSS STORES INC,Equities,Consumer Discretionary,United States,USD,0.0716672394,439.0,77406.59,77406.59
9983 JT,6332439,FAST RETAILING CO LTD,Equities,Consumer Discretionary,Japan,JPY,0.0711442972,212.0,76841.77,76841.77
ODFL UW,2656423,OLD DOMINION FREIGHT LINE INC,Equities,Industrials,United States,USD,0.071020642,123.0,76708.21,76708.21
6902 JT,6640381,DENSO CORP,Equities,Consumer Discretionary,Japan,JPY,0.07092898219999999,707.0,76609.21,76609.21
BA/ LN,0263494,BAE SYSTEMS PLC,Equities,Industrials,Britain,GBP,0.07068681,3871.0,76347.65,76347.65
ALC SE,BJT1GR5,ALCON INC,Equities,Healthcare,Switzerland,CHF,0.0706339537,624.0,76290.56,76290.56
TFC UN,BKP7287,TRUIST FINANCIAL CORP,Equities,Financials,United States,USD,0.0698532948,1719.0,75447.38,75447.38
TRV UN,2769503,TRAVELERS COS INC/THE,Equities,Financials,United States,USD,0.0698302495,287.0,75422.49,75422.49
LNG UA,2654364,CHENIERE ENERGY INC,Equities,Energy,United States,USD,0.0696849786,304.0,75265.59,75265.59
CNC UN,2807061,CENTENE CORP,Equities,Healthcare,United States,USD,0.0695418579,693.0,75111.0,75111.0
JCI UN,BY7QL61,JOHNSON CONTROLS INTERNATIONAL,Equities,Industrials,United States,USD,0.069245977,869.0,74791.43,74791.43
RACE IM,BD6G507,FERRARI NV,Equities,Consumer Discretionary,Italy,EUR,0.0690709886,164.0,74602.43,74602.43
TEL UN,B62B7C3,TE CONNECTIVITY LTD,Equities,Information Technology,United States,USD,0.06899081870000001,388.0,74515.84,74515.84
GIS UN,2367026,GENERAL MILLS INC,Equities,Consumer Staples,United States,USD,0.068977889,730.0,74501.87,74501.87
CPRT UW,2208073,COPART INC,Equities,Industrials,United States,USD,0.06885153649999999,1106.0,74365.4,74365.4
IDXX UW,2459202,IDEXX LABORATORIES INC,Equities,Healthcare,United States,USD,0.0683628654,108.0,73837.59,73837.59
COF UN,2654461,CAPITAL ONE FINANCIAL CORP,Equities,Financials,United States,USD,0.0682392546,478.0,73704.08,73704.08
APO UN,BN44JF6,APOLLO GLOBAL MANAGEMENT INC,Equities,Financials,United States,USD,0.0682333237,523.0,73697.68,73697.68
CMI UN,2240202,CUMMINS INC,Equities,Industrials,United States,USD,0.0680174882,206.0,73464.56,73464.56
4661 JT,6648891,ORIENTAL LAND CO LTD/JAPAN,Equities,Consumer Discretionary,Japan,JPY,0.0679523551,1386.0,73394.21,73394.21
BIIB UW,2455965,BIOGEN INC,Equities,Healthcare,United States,USD,0.0676299887,181.0,73046.03,73046.03
PAYX UW,2674458,PAYCHEX INC,Equities,Industrials,United States,USD,0.0672029643,411.0,72584.8,72584.8
IR UN,BL5GZ82,INGERSOLL RAND INC,Equities,Industrials,United States,USD,0.06718372850000001,727.0,72564.03,72564.03
DLR UN,B03GQS4,DIGITAL REALTY TRUST INC,Equities,Real Estate,United States,USD,0.06706889140000001,375.0,72439.99,72439.99
LSEG LN,B0SWJX3,LONDON STOCK EXCHANGE GROUP PL,Equities,Financials,Britain,GBP,0.0668641528,452.0,72218.86,72218.86
CRWD UW,BJJP138,CROWDSTRIKE HOLDINGS INC,Equities,Information Technology,United States,USD,0.0661395159,282.0,71436.19,71436.19
TRP CT,BJMY6G0,TC ENERGY CORP,Equities,Energy,Canada,CAD,0.0661269174,1267.0,71422.58,71422.58
7741 JT,6441506,HOYA CORP,Equities,Healthcare,Japan,JPY,0.0661055157,441.0,71399.47,71399.47
DAL UN,B1W9D46,DELTA AIR LINES INC,Equities,Industrials,United States,USD,0.0661010445,1196.0,71394.64,71394.64
CEG UW,BMH4FS1,CONSTELLATION ENERGY CORP,Equities,Utilities,United States,USD,0.0658388441,415.0,71111.44,71111.44
SYY UN,2868165,SYSCO CORP,Equities,Consumer Staples,United States,USD,0.06570969210000001,655.0,70971.95,70971.95
BKR UW,BDHLTQ5,BAKER HUGHES CO,Equities,Energy,United States,USD,0.065669691,1298.0,70928.74,70928.74
IQV UN,BDR73G1,IQVIA HOLDINGS INC,Equities,Healthcare,United States,USD,0.06553283310000001,228.0,70780.92,70780.92
SPG UN,2812452,SIMON PROPERTY GROUP INC,Equities,Real Estate,United States,USD,0.065245899,405.0,70471.01,70471.01
WCN CT,BYQFRK5,WASTE CONNECTIONS INC,Equities,Industrials,United States,CAD,0.0652344763,326.0,70458.67,70458.67
CTVA UN,BK73B42,CORTEVA INC,Equities,Materials,United States,USD,0.0649905098,874.0,70195.17,70195.17
VMW UN,B23SN61,VMWARE INC,Equities,Information Technology,United States,USD,0.06492346610000001,276.0,70122.76,70122.76
DOW UN,BHXCF84,DOW INC,Equities,Materials,United States,USD,0.064616445,878.0,69791.15,69791.15
O UN,2724193,REALTY INCOME CORP,Equities,Real Estate,United States,USD,0.0646072095,860.0,69781.17,69781.17
PRU UN,2819118,PRUDENTIAL FINANCIAL INC,Equities,Financials,United States,USD,0.06422859909999999,459.0,69372.24,69372.24
TTD UQ,BD8FDD1,TRADE DESK INC/THE,Equities,Communication Services,United States,USD,0.0640304553,586.0,69158.23,69158.23
CTSH UW,2257019,COGNIZANT TECHNOLOGY SOLUTIONS,Equities,Information Technology,United States,USD,0.06401846359999999,641.0,69145.28,69145.28
BN FP,B1Y9TB3,DANONE SA,Equities,Consumer Staples,France,EUR,0.0640147373,777.0,69141.25,69141.25
VRSK UW,B4P9W92,VERISK ANALYTICS INC,Equities,Industrials,United States,USD,0.0639715792,184.0,69094.64,69094.64
ES UN,BVVN4Q8,EVERSOURCE ENERGY,Equities,Utilities,United States,USD,0.0629956513,682.0,68040.55,68040.55
YUM UN,2098876,YUM! BRANDS INC,Equities,Consumer Discretionary,United States,USD,0.06297643,350.0,68019.79,68019.79
KER FP,5505072,KERING SA,Equities,Consumer Discretionary,France,EUR,0.0627962827,90.0,67825.22,67825.22
LLOY LN,0870612,LLOYDS BANKING GROUP PLC,Equities,Financials,Britain,GBP,0.062558679,79391.0,67568.59,67568.59
HIG UN,2476193,HARTFORD FINANCIAL SERVICES GR,Equities,Financials,United States,USD,0.06255595700000001,594.0,67565.65,67565.65
AME UN,2089212,AMETEK INC,Equities,Industrials,United States,USD,0.0625494489,287.0,67558.62,67558.62
WEC UN,BYY8XK8,WEC ENERGY GROUP INC,Equities,Utilities,United States,USD,0.06252348860000001,502.0,67530.58,67530.58
SKG ID,B1RR828,SMURFIT KAPPA GROUP PLC,Equities,Materials,Ireland,EUR,0.0623964071,1276.0,67393.32,67393.32
FIS UN,2769796,FIDELITY NATIONAL INFORMATION,Equities,Financials,United States,USD,0.0623203519,757.0,67311.18,67311.18
ENI IM,7145056,ENI SPA,Equities,Energy,Italy,EUR,0.062248860999999996,2695.0,67233.96,67233.96
EQNR NO,7133608,EQUINOR ASA,Equities,Energy,Norway,NOK,0.062172868699999995,1326.0,67151.88,67151.88
MFC CT,2492519,MANULIFE FINANCIAL CORP,Equities,Financials,Canada,CAD,0.0621205199,2271.0,67095.34,67095.34
NDA FH,BFM0SV9,NORDEA BANK ABP,Equities,Financials,Finland,EUR,0.062092559400000004,3913.0,67065.14,67065.14
RI FP,4682329,PERNOD RICARD SA,Equities,Consumer Staples,France,EUR,0.0617048389,241.0,66646.37,66646.37
DXCM UW,B0796X4,DEXCOM INC,Equities,Healthcare,United States,USD,0.061702081400000004,480.0,66643.39,66643.39
PFG UW,2803014,PRINCIPAL FINANCIAL GROUP INC,Equities,Financials,United States,USD,0.061618918999999994,567.0,66553.57,66553.57
6981 JT,6610403,MURATA MANUFACTURING CO LTD,Equities,Information Technology,Japan,JPY,0.0613217486,775.0,66232.6,66232.6
IMB LN,0454492,IMPERIAL BRANDS PLC,Equities,Consumer Staples,Britain,GBP,0.0612034533,1965.0,66104.83,66104.83
BCE CT,B188TH2,BCE INC,Equities,Communication Services,Canada,CAD,0.0610684952,1065.0,65959.07,65959.07
DTE UN,2280220,DTE ENERGY CO,Equities,Utilities,United States,USD,0.060930661100000005,398.0,65810.19,65810.19
DHI UN,2250687,DR HORTON INC,Equities,Consumer Discretionary,United States,USD,0.060899679,387.0,65776.73,65776.73
OTIS UN,BK531S8,OTIS WORLDWIDE CORP,Equities,Industrials,United States,USD,0.06084510319999999,521.0,65717.78,65717.78
RMD UN,2732903,RESMED INC,Equities,Healthcare,United States,USD,0.060771623600000005,309.0,65638.42,65638.42
MRNA UW,BGSXTS3,MODERNA INC,Equities,Healthcare,United States,USD,0.0606024416,419.0,65455.69,65455.69
DSV DC,B1WT5G2,DSV A/S,Equities,Industrials,Denmark,DKK,0.0604386963,224.0,65278.83,65278.83
KR UN,2497406,KROGER CO/THE,Equities,Consumer Staples,United States,USD,0.0603546428,915.0,65188.05,65188.05
CSGP UW,2262864,COSTAR GROUP INC,Equities,Industrials,United States,USD,0.060056958099999995,532.0,64866.52,64866.52
EA UW,2310194,ELECTRONIC ARTS INC,Equities,Communication Services,United States,USD,0.0598301699,349.0,64621.57,64621.57
NEM UN,2636607,NEWMONT CORP,Equities,Materials,United States,USD,0.05969989219999999,1021.0,64480.86,64480.86
ROK UN,2754060,ROCKWELL AUTOMATION INC,Equities,Industrials,United States,USD,0.0595731933,148.0,64344.01,64344.01
A UN,2520153,AGILENT TECHNOLOGIES INC,Equities,Healthcare,United States,USD,0.0595376368,376.0,64305.61,64305.61
VMC UN,2931205,VULCAN MATERIALS CO,Equities,Materials,United States,USD,0.059275826100000005,203.0,64022.83,64022.83
EL UN,2320524,ESTEE LAUDER COS INC/THE,Equities,Consumer Staples,United States,USD,0.0590318802,280.0,63759.35,63759.35
AAL LN,B1XZS82,ANGLO AMERICAN PLC,Equities,Materials,South Africa,GBP,0.0587905522,1483.0,63498.7,63498.7
KMI UN,B3NQ4P8,KINDER MORGAN INC,Equities,Energy,United States,USD,0.0583797415,2443.0,63054.99,63054.99
9434 JT,BF5M0K5,SOFTBANK CORP,Equities,Communication Services,Japan,JPY,0.0582839689,3380.0,62951.55,62951.55
3382 JT,B0FS5D6,SEVEN & I HOLDINGS CO LTD,Equities,Consumer Staples,Japan,JPY,0.058128212699999994,987.0,62783.32,62783.32
INVEB SS,BMV7PQ4,INVESTOR AB,Equities,Financials,Sweden,SEK,0.058110399,2083.0,62764.08,62764.08
PPL CT,B4PT2P8,PEMBINA PIPELINE CORP,Equities,Energy,Canada,CAD,0.0580572414,1337.0,62706.66,62706.66
DB1 GY,7021963,DEUTSCHE BOERSE AG,Equities,Financials,Germany,EUR,0.0575932544,229.0,62205.52,62205.52
ED UN,2216850,CONSOLIDATED EDISON INC,Equities,Utilities,United States,USD,0.0572970863,437.0,61885.63,61885.63
GPN UN,2712013,GLOBAL PAYMENTS INC,Equities,Financials,United States,USD,0.057188584199999996,331.0,61768.44,61768.44
WAB UN,2955733,WESTINGHOUSE AIR BRAKE TECHNOL,Equities,Industrials,United States,USD,0.0571822637,375.0,61761.61,61761.61
PRU LN,0709954,PRUDENTIAL PLC,Equities,Financials,Hong Kong,GBP,0.057081731799999993,3538.0,61653.03,61653.03
ATCOA SS,BLDBN41,ATLAS COPCO AB,Equities,Industrials,Sweden,SEK,0.0570607144,3042.0,61630.33,61630.33
SREN SE,B545MG5,SWISS RE AG,Equities,Financials,United States,CHF,0.056992563399999994,376.0,61556.72,61556.72
BMW GY,5756029,BAYERISCHE MOTOREN WERKE AG,Equities,Consumer Discretionary,Germany,EUR,0.056912776799999995,372.0,61470.54,61470.54
EXPN LN,B19NLV4,EXPERIAN PLC,Equities,Industrials,United States,GBP,0.0567927939,1175.0,61340.95,61340.95
HOLN SE,7110753,HOLCIM AG,Equities,Materials,United States,CHF,0.056773574199999996,602.0,61320.19,61320.19
FAST UW,2332262,FASTENAL CO,Equities,Industrials,United States,USD,0.0566777047,726.0,61216.65,61216.65
FLTR ID,BWT6H89,FLUTTER ENTERTAINMENT PLC,Equities,Consumer Discretionary,Australia,EUR,0.0566537867,227.0,61190.81,61190.81
GIVN SE,5980613,GIVAUDAN SA,Equities,Materials,Switzerland,CHF,0.056431818499999994,12.0,60951.07,60951.07
DFS UN,B1YLC43,DISCOVER FINANCIAL SERVICES,Equities,Financials,United States,USD,0.0563468156,446.0,60859.26,60859.26
NTR CT,BDRJLN0,NUTRIEN LTD,Equities,Materials,Canada,CAD,0.0562360874,626.0,60739.66,60739.66
URI UN,2134781,UNITED RENTALS INC,Equities,Industrials,United States,USD,0.0559623321,89.0,60443.98,60443.98
BR UN,B1VP7R6,BROADRIDGE FINANCIAL SOLUTIONS,Equities,Industrials,United States,USD,0.055607546300000005,210.0,60060.79,60060.79
HSY UN,2422806,HERSHEY CO/THE,Equities,Consumer Staples,United States,USD,0.0555682234,185.0,60018.31,60018.31
DD UN,BK0VN47,DUPONT DE NEMOURS INC,Equities,Materials,United States,USD,0.0553035843,526.0,59732.48,59732.48
RSG UN,2262530,REPUBLIC SERVICES INC,Equities,Industrials,United States,USD,0.0552843053,260.0,59711.66,59711.66
FFH CT,2566351,FAIRFAX FINANCIAL HOLDINGS LTD,Equities,Financials,Canada,CAD,0.055275856000000005,45.0,59702.53,59702.53
AD NA,BD0Q398,KONINKLIJKE AHOLD DELHAIZE NV,Equities,Consumer Staples,Netherlands,EUR,0.055246192599999994,1226.0,59670.49,59670.49
ALL UN,2019952,ALLSTATE CORP/THE,Equities,Financials,United States,USD,0.055201474800000004,336.0,59622.19,59622.19
MLM UN,2572079,MARTIN MARIETTA MATERIALS INC,Equities,Materials,United States,USD,0.05514814,94.0,59564.59,59564.59
WKL NA,5671519,WOLTERS KLUWER NV,Equities,Industrials,Netherlands,EUR,0.0550998002,310.0,59512.38,59512.38
PEG UN,2707677,PUBLIC SERVICE ENTERPRISE GROU,Equities,Utilities,United States,USD,0.0549469225,630.0,59347.26,59347.26
VOLVB SS,B1QH830,VOLVO AB,Equities,Industrials,Sweden,SEK,0.0549294367,1830.0,59328.37,59328.37
KDP UW,BD3W133,KEURIG DR PEPPER INC,Equities,Consumer Staples,United States,USD,0.054926229400000005,1142.0,59324.91,59324.91
K UN,2486813,KELLOGG CO,Equities,Consumer Staples,United States,USD,0.054790612499999995,628.0,59178.43,59178.43
COR UN,2795393,AMERISOURCEBERGEN CORP,Equities,Healthcare,United States,USD,0.0547065842,205.0,59087.67,59087.67
T CT,2381093,TELUS CORP,Equities,Communication Services,Canada,CAD,0.0547059223,2256.0,59086.96,59086.96
IT UN,2372763,GARTNER INC,Equities,Information Technology,United States,USD,0.0544222332,108.0,58780.55,58780.55
VEEV UN,BFH3N85,VEEVA SYSTEMS INC,Equities,Healthcare,United States,USD,0.054246759500000005,185.0,58591.02,58591.02
PPG UN,2698470,PPG INDUSTRIES INC,Equities,Materials,United States,USD,0.0542423871,293.0,58586.3,58586.3
BARC LN,3134865,BARCLAYS PLC,Equities,Financials,Britain,GBP,0.054154678,19484.0,58491.57,58491.57
OCBC SP,B0F9V20,OVERSEA-CHINESE BANKING CORP L,Equities,Financials,Singapore,SGD,0.054057907700000005,4103.0,58387.05,58387.05
DVN UN,2480677,DEVON ENERGY CORP,Equities,Energy,United States,USD,0.0539790179,806.0,58301.84,58301.84
AMS SQ,B3MSM28,AMADEUS IT GROUP SA,Equities,Consumer Discretionary,Spain,EUR,0.053708265100000006,567.0,58009.4,58009.4
TEAM UW,BQ1PC76,ATLASSIAN CORP,Equities,Information Technology,United States,USD,0.0534505622,195.0,57731.06,57731.06
RWE GY,4768962,RWE AG,Equities,Utilities,Germany,EUR,0.053400467300000004,948.0,57676.96,57676.96
OKE UN,2130109,ONEOK INC,Equities,Energy,United States,USD,0.053231451,559.0,57494.4,57494.4
RTO LN,B082RF1,RENTOKIL INITIAL PLC,Equities,Industrials,Britain,GBP,0.0528951201,4957.0,57131.14,57131.14
LEN UN,2511920,LENNAR CORP,Equities,Consumer Discretionary,United States,USD,0.052730110100000005,323.0,56952.91,56952.91
ARGX UW,BDVLM39,ARGENX SE,Equities,Healthcare,Netherlands,USD,0.0525115328,72.0,56716.83,56716.83
SGEN UW,BLPK4D2,SEAGEN INC,Equities,Healthcare,United States,USD,0.052417908400000005,176.0,56615.71,56615.71
NTRS UW,2648668,NORTHERN TRUST CORP,Equities,Financials,United States,USD,0.0522818297,521.0,56468.73,56468.73
APTV UN,B783TY6,APTIV PLC,Equities,Consumer Discretionary,United States,USD,0.0519886906,368.0,56152.12,56152.12
ACGL UW,2740542,ARCH CAPITAL GROUP LTD,Equities,Financials,United States,USD,0.0519060332,448.0,56062.84,56062.84
STMPA FP,5962332,STMICROELECTRONICS NV,Equities,Information Technology,Singapore,EUR,0.051802503099999994,834.0,55951.02,55951.02
CAP FP,4163437,CAPGEMINI SE,Equities,Information Technology,France,EUR,0.0516995655,200.0,55839.84,55839.84
SGO FP,7380482,CIE DE SAINT-GOBAIN,Equities,Industrials,France,EUR,0.051666801400000004,590.0,55804.45,55804.45
8002 JT,6569464,MARUBENI CORP,Equities,Industrials,Japan,JPY,0.0515514935,2108.0,55679.91,55679.91
ABX CT,2024644,BARRICK GOLD CORP,Equities,Materials,Canada,CAD,0.0514536979,2224.0,55574.28,55574.28
GWW UN,2380863,WW GRAINGER INC,Equities,Industrials,United States,USD,0.051210487900000004,52.0,55311.6,55311.6
